merchant_id,international_cid,domestic_cid,int_pct,approved_amount_sum_from_merchant,approved_transactions_count_from_merchant,active_days_since_aquisition_from_merchant,status,status_reason,status_1,elo_frauds_reports,hiper_frauds_reports,master_frauds_reports,visa_frauds_reports,tax_regime_from_cnpj,months_diff,document_type_
8616274,15,1,93.8,12366.33,7,3,active,,approved,0,0,0,0,SIMPLES,8,cnpj
20577265,45,2,95.7,3525,7,1,blocked,monitoring,blocked,0,0,6,0,,1,cnpj
21637927,4,1,80,10474.869999999999,20,10,active,,approved,0,0,0,0,,,cpf
7189755,56,483,10.4,36948.96,577,75,active,,approved,0,0,0,0,,10,cnpj
11941839,12,13,48,2733.12,17,4,blocked,monitoring,blocked,0,0,0,24,,,cpf
4983789,6,5,54.5,614.13,7,1,blocked,monitoring,blocked,0,0,12,0,,,cpf
10399970,163,492,24.9,103962.56,666,122,active,,approved,0,0,0,0,SIMPLES,17,cnpj
19191323,12,0,100,5441,9,6,active,,approved,0,0,0,0,,,cpf
8585099,79,81,49.4,36793,148,52,active,,approved,0,0,0,0,MEI,24,cnpj
18477618,11,10,52.4,6954.45,19,3,blocked,monitoring,blocked,0,0,15,0,,,cpf
13676809,59,22,72.8,2480,79,7,active,,approved,0,0,0,0,,,cpf
14682850,6,4,60,10915.1,21,6,blocked,monitoring,blocked,0,0,0,0,,,cpf
9680689,22,1,95.7,110,2,1,blocked,monitoring,blocked,0,0,0,0,MEI,17,cnpj
16259811,5,4,55.6,213.99,4,1,blocked,monitoring,blocked,0,0,0,6,,,cpf
3504163,41,12,77.4,7374.08,40,16,active,,approved,0,0,0,0,,,cpf
12293900,5,0,100,4171.42,5,5,blocked,monitoring,blocked,0,0,0,0,,,cpf
16421045,111,7,94.1,6410.88,23,5,blocked,monitoring,blocked,0,0,12,12,SIMPLES,40,cnpj
9442565,5,11,31.3,4201.76,18,6,active,,approved,0,0,0,0,,,cpf
20378265,4,0,100,0,0,0,blocked,monitoring,blocked,0,0,0,0,,,cpf
2379085,23,6,79.3,3629,27,5,active,mpos: Play Integrity attestation indicates account tampering,approved,0,0,30,0,,,cpf
11368022,10,9,52.6,8960,14,6,blocked,monitoring,blocked,0,0,0,0,,,cpf
17092386,165,73,69.3,11351.66,269,39,active,,approved,0,0,0,0,,,cpf
14006080,7,0,100,4500,3,1,active,,approved,0,0,0,0,,,cpf
13568641,10,0,100,2277.41,8,3,blocked,monitoring,blocked,0,0,0,0,,,cpf
8388615,3,10,23.1,25992.44,13,8,blocked,monitoring,blocked,0,0,0,0,LUCRO PRESUMIDO,111,cnpj
16035804,23,2,92,461,4,2,blocked,monitoring,blocked,0,0,0,0,MEI,88,cnpj
12658504,6,5,54.5,4125.08,9,3,blocked,monitoring,blocked,0,0,0,0,,,cpf
9413567,14,0,100,1103.33,3,2,blocked,monitoring,blocked,0,0,0,0,,,cpf
9026824,42,58,42,3707.5,94,18,active,,approved,0,0,0,0,,,cpf
20144366,6,21,22.2,3056.44,31,11,active,,approved,0,0,0,0,,,cpf
16011993,9,9,50,17170.98,34,19,active,,approved,0,0,0,0,,,cpf
10111603,7,9,43.8,11459.59,11,8,active,,approved,0,0,0,0,,,cpf
15789454,14,8,63.6,1472.5,19,3,blocked,monitoring,blocked,0,0,0,0,,,cpf
2587057,736,5024,12.8,482526.22,7265,271,active,,approved,0,0,0,0,LUCRO PRESUMIDO,152,cnpj
14211198,10,1,90.9,4492,5,4,active,,approved,0,0,0,0,,,cpf
7701335,77,362,17.5,10741.94,463,15,active,,approved,0,0,0,0,,,cpf
7312886,44,51,46.3,11661.7,85,42,active,,approved,0,0,0,0,,,cpf
10353977,35,50,41.2,10201.99,60,9,active,,approved,0,0,0,0,,,cpf
15581486,8,4,66.7,2370.38,10,3,blocked,monitoring,blocked,0,0,0,0,,,cpf
17731347,106,1025,9.4,40218.34,1191,21,active,,approved,0,0,0,0,MEI,37,cnpj
8373760,275,744,27,66441.63,1203,69,active,,approved,0,0,0,0,,9,cnpj
2341364,50,445,10.1,45545.44,516,118,active,mpos: general attestation (1003),approved,0,0,0,0,MEI,23,cnpj
10545026,3,3,50,71.98,2,1,blocked,monitoring,blocked,0,0,0,0,,,cpf
12836820,5,96,5,1895.57,101,3,active,,approved,0,0,0,0,,,cpf
12107450,18,128,12.3,8373.35,168,15,active,,approved,0,0,0,0,,6,cnpj
14993679,20,41,32.8,4542.87,62,11,active,,approved,0,0,0,0,,,cpf
15451831,12,52,18.8,3789.45,67,9,active,,approved,0,0,0,0,,,cpf
13910536,8,2,80,2362.57,6,2,blocked,monitoring,blocked,0,0,0,0,,,cpf
10429495,9,56,13.8,18440.77,49,23,active,,approved,0,0,0,0,,7,cnpj
7542846,673,2519,21.1,108668.46,3843,124,active,,approved,0,0,0,0,MEI,8,cnpj
20455145,9,3,75,216,3,2,blocked,monitoring,blocked,0,0,0,0,,,cpf
15250883,6,8,42.9,0,0,0,blocked,monitoring,blocked,0,0,0,0,,,cpf
13658530,3,1,75,10,1,0,blocked,monitoring,blocked,0,0,0,0,,,cpf
10538533,169,228,42.6,15062.09,398,33,active,,approved,0,0,0,0,,,cpf
19450091,5,2,71.4,10137.92,20,9,blocked,monitoring,blocked,0,0,0,0,,,cpf
17846791,16,1,94.1,1335.77,3,2,blocked,monitoring,blocked,0,0,3,0,,,cpf
17252743,9,3,75,1364.5,11,3,active,,approved,0,0,0,0,,,cpf
12627017,131,102,56.2,34398.5,206,70,active,,approved,0,0,0,0,,,cpf
10506125,7,1,87.5,925,5,1,active,,approved,0,0,0,0,,,cpf
13653127,7,1,87.5,18,5,0,blocked,monitoring,blocked,0,0,0,0,,,cpf
13325712,10,21,32.3,461,26,1,blocked,monitoring,blocked,0,0,0,0,,,cpf
14161475,83,1001,7.7,62618.21,2164,28,active,,approved,0,0,0,0,MEI,149,cnpj
2473274,908,735,55.3,146863.9,1801,184,active,,approved,0,0,0,0,MEI,21,cnpj
11091443,6,1,85.7,1940,4,2,blocked,monitoring,blocked,0,0,0,0,,,cpf
13059691,18,1,94.7,10570.7,14,9,blocked,monitoring,blocked,0,0,0,0,,,cpf
8433040,18,40,31,14970.460000000001,43,8,blocked,monitoring,blocked,0,0,0,30,,,cpf
10981512,7,3,70,747.01,7,2,blocked,monitoring,blocked,0,0,0,0,,,cpf
6656432,6,1,85.7,1514.9099999999999,5,2,blocked,monitoring,blocked,0,0,6,0,,,cpf
10576583,53,36,59.6,34307,90,43,active,,approved,0,0,0,0,,,cpf
9108509,143,1549,8.5,30311.18,1737,14,active,mpos: general attestation (1003),approved,0,0,0,0,MEI,42,cnpj
13700365,5,31,13.9,427.06,38,0,active,,approved,0,0,0,0,,,cpf
2454126,32,11,74.4,4559,37,14,active,mpos: nonce mismatch,approved,0,0,0,0,MEI,146,cnpj
7343142,23,25,47.9,10150.63,44,19,blocked,monitoring,blocked,0,0,0,0,,,cpf
11028388,22,18,55,10960,39,25,active,,approved,0,0,0,0,SIMPLES,105,cnpj
13655311,21,109,16.2,2410.67,130,5,active,,approved,0,0,0,0,,,cpf
9533469,46,40,53.5,19430.97,77,47,active,,approved,0,0,0,0,,,cpf
20476605,19,0,100,6284.76,8,3,active,,approved,0,0,0,0,,,cpf
4923965,67,193,25.8,13129.62,249,46,active,,approved,0,0,0,0,,,cpf
14322273,10,0,100,1465,12,2,blocked,monitoring,blocked,0,0,18,0,,,cpf
14605707,53,40,57,56487.91,116,65,active,,approved,0,0,0,48,SIMPLES,122,cnpj
7259863,14,9,60.9,5754.5,14,8,blocked,monitoring,blocked,0,0,0,0,,,cpf
18833834,5,1,83.3,1637.13,5,2,blocked,monitoring,blocked,0,0,12,0,,,cpf
21852413,23,26,46.9,2324,52,5,active,,approved,0,0,0,0,,,cpf
7708524,68,142,32.4,8134.2,237,28,active,,approved,0,0,0,0,,,cpf
13321988,17,9,65.4,654,20,2,blocked,monitoring,blocked,0,0,0,0,,,cpf
14376537,43,49,46.7,9445.7899999999991,92,43,active,,approved,0,0,0,0,,,cpf
11652101,7,9,43.8,1211.92,19,4,blocked,monitoring,blocked,0,0,0,0,,,cpf
13980323,4,0,100,500,1,1,blocked,monitoring,blocked,0,0,0,0,,,cpf
11384389,56,488,10.3,43533.71,493,42,active,,approved,0,0,0,0,,,cpf
13857320,5,22,18.5,15752.97,24,18,active,,approved,0,0,0,0,,,cpf
11157292,4,1,80,60,1,1,active,,approved,0,0,3,0,,,cpf
13105833,6,16,27.3,16236.72,16,16,active,,approved,0,0,0,0,MEI,83,cnpj
10258050,208,34,86,36329,220,80,active,monitoring,approved,0,0,0,0,,,cpf
10614224,185,2004,8.5,87857.33,2851,89,active,,approved,0,0,0,0,MEI,55,cnpj
9770874,8,8,50,2167.42,10,1,blocked,monitoring,blocked,0,0,0,0,,,cpf
19504666,5,2,71.4,3737,5,2,blocked,monitoring,blocked,0,0,0,0,,,cpf
12040943,43,9,82.7,49449.65,69,31,blocked,monitoring,blocked,0,0,0,0,LTDA,69,cnpj
12130206,6,0,100,0,0,0,blocked,monitoring,blocked,0,0,0,0,,,cpf
17477914,35,442,7.3,10334.64,508,14,active,,approved,0,0,0,0,,,cpf
11120751,62,139,30.8,6004.0199999999995,195,19,active,,approved,0,0,0,0,,,cpf
7365269,6,12,33.3,13701.83,17,10,blocked,monitoring,blocked,0,0,0,0,,,cpf
1873936,6,9,40,12697.95,21,11,active,,approved,0,0,0,0,,,cpf
1971532,197,184,51.7,17128.96,100,34,blocked,monitoring,blocked,0,0,240,240,,19,cnpj
13093385,7,42,14.3,637,51,0,active,,approved,0,0,0,0,,,cpf
3230140,24,31,43.6,4809.17,49,23,active,mpos: nonce mismatch,approved,0,0,0,0,,,cpf
13632442,22,30,42.3,2862.77,55,6,active,,approved,0,0,0,0,,,cpf
9489865,24,191,11.2,4939.1,239,6,active,,approved,0,0,0,0,,,cpf
20136175,11,50,18,835.96,64,1,active,,approved,0,0,0,0,,,cpf
15319601,45,20,69.2,18385.98,80,11,blocked,monitoring,blocked,0,0,3120,3120,MEI,4,cnpj
13608983,5,10,33.3,600,3,1,blocked,monitoring,blocked,0,0,9,0,,,cpf
17571274,183,1,99.5,17208.83,62,4,blocked,monitoring,blocked,0,0,160,160,SIMPLES,46,cnpj
9452168,15,12,55.6,6407.22,11,6,blocked,monitoring,blocked,0,0,0,24,,,cpf
10191681,33,222,12.9,9858.5,298,29,active,,approved,0,0,0,0,,,cpf
10777480,16,68,19,10630.35,71,44,active,,approved,0,0,0,20,,,cpf
10410282,67,99,40.4,2731.31,151,4,active,,approved,0,0,0,0,,,cpf
12245525,5,6,45.5,1309.3899999999999,15,10,active,,approved,0,0,0,0,,,cpf
12739816,74,376,16.4,9995.86,484,13,active,,approved,0,0,0,0,,,cpf
13094533,13,14,48.1,22947.25,22,18,active,,approved,0,0,0,0,,,cpf
12646831,16,74,17.8,4992,64,1,active,,approved,0,0,0,0,,,cpf
15788772,46,17,73,6663.16,54,26,active,,approved,0,0,0,0,,,cpf
1400876,36,892,3.9,254546.3,1074,219,active,,approved,0,0,0,0,MEI,127,cnpj
10114712,51,708,6.7,16551.13,867,15,active,,approved,0,0,0,0,,,cpf
18742170,9,2,81.8,621,5,1,blocked,monitoring,blocked,0,0,0,0,,,cpf
10166258,20,15,57.1,23265.31,25,17,blocked,monitoring,blocked,0,0,0,0,,,cpf
19345253,5,2,71.4,1589.63,10,1,blocked,monitoring,blocked,0,0,24,0,,,cpf
10526528,92,144,39,36284.31,232,53,active,,approved,0,0,0,0,,,cpf
10498702,6,20,23.1,365.99,23,0,active,monitoring,approved,0,0,0,0,,,cpf
9637060,149,31,82.8,10774.76,160,32,active,,approved,0,0,0,0,,,cpf
8191293,7,5,58.3,2875.97,4,3,blocked,monitoring,blocked,0,0,0,0,,,cpf
13532274,4,15,21.1,1222,19,2,active,,approved,0,0,0,0,,,cpf
5509916,49,11,81.7,8793.18,49,26,active,,approved,0,0,0,0,,,cpf
21718367,8,0,100,0,0,0,blocked,monitoring,blocked,0,0,0,0,,,cpf
7919377,44,7,86.3,29910.82,47,26,active,,approved,0,0,0,0,,,cpf
9796911,61,680,8.2,23169.2,886,36,active,,approved,0,0,0,0,SIMPLES,15,cnpj
683650,87,2240,3.7,308859.09,10238,379,active,,approved,0,0,0,0,SIMPLES,63,cnpj
21227660,7,0,100,567.9,2,2,blocked,monitoring,blocked,0,0,0,0,,,cpf
12100164,58,323,15.2,6958.46,373,4,active,,approved,0,0,0,0,,,cpf
10578807,83,26,76.1,38181.61,94,53,active,,approved,0,0,0,0,MEI,21,cnpj
11752460,8,1,88.9,5219.3,6,1,blocked,monitoring,blocked,0,0,0,30,MEI,6,cnpj
10543694,4,13,23.5,16284.21,17,14,blocked,monitoring,blocked,0,0,0,0,,,cpf
5898146,8,2,80,203.04,3,1,active,,approved,0,0,0,0,,,cpf
16187780,10,1,90.9,69.8,2,0,blocked,monitoring,blocked,0,0,0,0,,4,cnpj
12796758,98,1990,4.7,142197.44,5210,109,active,,approved,0,0,0,0,LUCRO PRESUMIDO,55,cnpj
11504870,103,29,78,51519,99,53,active,,approved,0,0,0,0,,,cpf
13792915,110,96,53.4,5031.51,194,13,active,,approved,0,0,0,6,,,cpf
18413190,42,7,85.7,8182.8099999999995,47,16,active,,approved,0,0,0,0,,,cpf
10686822,9,3,75,2801,3,2,blocked,monitoring,blocked,0,0,0,0,,,cpf
20639793,7,19,26.9,983,27,3,active,,approved,0,0,0,0,,,cpf
18577861,31,200,13.4,3003.3,228,1,active,,approved,0,0,0,0,,,cpf
10392236,43,353,10.9,7233,422,4,active,,approved,0,0,0,0,MEI,65,cnpj
20827408,10,4,71.4,115.66000000000001,3,1,blocked,monitoring,blocked,0,0,0,0,,,cpf
10319973,19,1,95,185.28,3,1,blocked,monitoring,blocked,0,0,0,10,,,cpf
13901243,3,1,75,230.48,3,1,blocked,monitoring,blocked,0,0,0,0,,,cpf
12463046,39,45,46.4,1542,74,3,active,,approved,0,0,0,0,,,cpf
3853372,176,37,82.6,8409.2,181,19,active,,approved,0,0,0,0,,,cpf
2314863,20,15,57.1,184422.54,31,23,active,,approved,0,0,0,0,SIMPLES,65,cnpj
12834372,71,95,42.8,5908.6,167,21,active,,approved,0,0,0,0,,,cpf
11522744,81,28,74.3,45928.6,100,35,blocked,monitoring,blocked,0,0,0,0,MEI,75,cnpj
3964229,626,824,43.2,124657.34,1443,183,active,,approved,0,0,0,0,MEI,141,cnpj
7252884,151,22,87.3,46572.94,138,61,active,,approved,0,0,0,0,,,cpf
6871945,10,13,43.5,869.64,19,2,active,,approved,0,0,0,0,,,cpf
9678908,3,5,37.5,482.59,7,2,blocked,monitoring,blocked,0,0,0,0,,,cpf
13182057,8,37,17.8,3443.7,59,5,active,,approved,0,0,0,0,,,cpf
20126421,10,0,100,3626.0299999999997,9,6,blocked,monitoring,blocked,0,0,0,0,,,cpf
594182,158,808,16.4,35067.47,1291,39,blocked,monitoring,blocked,0,0,1120,0,SIMPLES,94,cnpj
14847718,59,1351,4.2,29627.52,2917,11,active,,approved,0,0,0,0,SIMPLES,24,cnpj
21038650,14,0,100,824.2,7,2,active,,approved,0,0,0,0,,,cpf
4512146,38,23,62.3,5372.7699999999995,60,26,active,,approved,0,0,0,0,,,cpf
14182175,21,6,77.8,2717.36,24,14,active,,approved,0,0,0,0,,,cpf
16972541,7,9,43.8,4579.07,4,2,blocked,monitoring,blocked,0,0,0,0,,,cpf
15450162,6,3,66.7,105,2,1,blocked,monitoring,blocked,0,0,0,6,,,cpf
6677389,14,3,82.4,10564.93,11,8,blocked,monitoring,blocked,0,0,0,0,,,cpf
7685549,15,19,44.1,3239.96,45,11,blocked,monitoring,blocked,0,0,0,0,,,cpf
10660341,6,12,33.3,6166.76,9,6,blocked,monitoring,blocked,0,0,0,0,,,cpf
9613418,18,73,19.8,6935.11,87,12,blocked,monitoring,blocked,0,0,0,0,,,cpf
14124679,6,0,100,6902.45,5,3,active,,approved,0,0,0,0,,,cpf
20970223,38,54,41.3,3614.29,85,14,active,,approved,0,0,0,0,,,cpf
18977595,8,1,88.9,3610.12,11,2,active,,approved,0,0,0,0,,,cpf
1001292,55,456,10.8,141256.75,705,108,blocked,monitoring,blocked,0,0,17712,17712,MEI,30,cnpj
4210309,130,35,78.8,66559,161,34,active,,approved,0,0,0,0,SIMPLES,73,cnpj
8858140,15,3,83.3,6999.84,27,11,blocked,monitoring,blocked,0,0,0,0,,,cpf
17343450,6,7,46.2,3949.0299999999997,7,6,blocked,monitoring,blocked,0,0,0,0,,,cpf
2523337,475,2368,16.7,140816.73,3134,104,active,,approved,0,0,0,0,MEI,107,cnpj
9387723,31,352,8.1,105464.61,372,67,active,,inactive,0,0,0,0,SIMPLES,49,cnpj
10223675,4,8,33.3,748.85,7,4,blocked,monitoring,blocked,0,0,0,0,,,cpf
390796,91,1144,7.4,302516.9,1502,488,active,,approved,0,0,672,672,MEI,39,cnpj
11802099,14,68,17.1,4123,90,10,inactive,legal_shift,inactive,0,0,0,0,,,cpf
12918927,4,1,80,50,1,0,blocked,monitoring,blocked,0,0,0,0,,,cpf
14997413,10,64,13.5,6344.68,87,6,active,,approved,0,0,0,0,,,cpf
13483357,5,4,55.6,4848.93,6,3,blocked,monitoring,blocked,0,0,0,0,,,cpf
15109641,229,351,39.5,70097.41,803,67,active,,approved,0,0,0,0,LUCRO PRESUMIDO,82,cnpj
1158983,28,286,8.9,54917.5,867,21,inactive,legal_shift,inactive,0,0,0,0,SIMPLES,48,cnpj
4575695,4,2,66.7,1010.25,4,2,blocked,monitoring,blocked,0,0,0,0,,,cpf
19415775,4,0,100,0,0,0,blocked,monitoring,blocked,0,0,0,0,,,cpf
17042248,23,6,79.3,6704.03,7,3,blocked,monitoring,blocked,0,0,0,0,,,cpf
11369665,61,100,37.9,14523.5,150,36,active,mpos: Play Integrity invalid attestation payload (JWE error: invalid JWE syntax),approved,0,0,0,0,,,cpf
8004049,295,74,79.9,35256,318,95,active,,approved,0,0,0,0,MEI,24,cnpj
10072678,130,114,53.3,39966.57,226,94,active,,approved,0,0,0,0,,,cpf
18103654,9,5,64.3,3040.44,20,12,blocked,monitoring,blocked,0,0,0,0,,,cpf
